among,via,past,into,within,close to,near,next to,down,as,anti,at,in,outside of,beyond,before,considering,from,for,west,since,excepting,except,per,than,beside,to,behind,on top of,until,above,between,south of,east,north of,across,outside,versus,in front of,over,towards,north,around,opposite,west of,east of,concerning,after,upon,regarding,but,far from,underneath,unlike,under,besides,despite,during,along,with,by,near to,on,about,save,off,like,excluding,amid,inside,up,against,round,below,without,plus,aboard,of,following,through,beneath,toward,onto,minus,south
2,35,12,109,5,0,18,0,122,598,1,991,5005,0,2,47,8,951,1296,77,25,0,4,6,423,0,3951,9,0,29,12,34,0,9,0,20,25,0,0,122,12,84,73,8,0,0,1,106,1,0,273,0,0,0,27,0,4,9,7,728,221,0,1101,288,4,113,233,0,0,4,183,80,17,5,18,6,1,1080,9,50,1,0,0,1,379
