among,via,past,into,within,close to,near,next to,down,as,anti,at,in,outside of,beyond,before,considering,from,for,west,since,excepting,except,per,than,beside,to,behind,on top of,until,above,between,south of,east,north of,across,outside,versus,in front of,over,towards,north,around,opposite,west of,east of,concerning,after,upon,regarding,but,far from,underneath,unlike,under,besides,despite,during,along,with,by,near to,on,about,save,off,like,excluding,amid,inside,up,against,round,below,without,plus,aboard,of,following,through,beneath,toward,onto,minus,south
1,22,7,70,3,0,6,0,58,153,0,304,974,0,2,31,3,555,550,17,17,0,3,2,379,0,2130,6,0,11,6,13,0,3,0,2,4,0,0,39,2,40,11,7,0,0,0,74,1,0,152,0,0,0,23,0,3,9,4,525,123,0,570,126,2,64,123,0,0,1,115,15,2,1,15,2,0,439,4,31,1,0,0,1,283
